126	57.3
127	64.05
128	58.44
129	60.08
130	58.41
131	58.41
132	60.81
133	58.16
134	60.5
135	58.27
136	57.16
137	58.71
138	59.98
139	59.24
140	59.18
141	60.02
142	59.14
143	59.17
144	63.7
145	59.12
146	59.2
147	60.73
148	59.87
149	59.49
150	60.06
151	59.11
152	59.48
153	59.44
154	60.32
155	68.6
156	59.84
157	58.79
158	59.16
159	60.06
160	61.23
161	62.52
162	57.74
163	57.37
164	60.14
165	58.62
166	60.61
167	64.39
168	62.53
169	57.06
170	62.93
171	60.44
172	60.34
173	58.29
174	57.88
175	59.71
176	57.89
177	57.88
178	62.71
179	58.53
180	57.35
181	58.17
182	59.3
183	60.46
184	63.31
185	59.69
186	57.75
187	60.83
188	60.7
189	59.89
190	60.19
191	58.45
192	59.3
193	61.07
194	56.61
195	58.72
196	60.33
197	59.71
198	59.0
199	61.17
200	60.43
201	60.8
202	61.18
203	63.06
204	63.37
205	59.0
206	61.98
207	61.41
208	61.56
209	61.72
210	62.29
211	59.81
212	59.75
213	60.12
214	58.96
215	65.39
216	66.05
217	56.79
218	59.07
219	58.34
220	62.92
221	60.79
222	57.23
223	66.53
224	62.61
225	62.22
226	67.66
227	60.42
228	61.37
229	64.47
230	60.75
231	56.17
232	58.36
233	56.95
234	58.62
235	59.49
236	59.13
237	59.66
238	60.59
239	63.03
240	62.42
241	58.58
242	62.46
243	59.99
244	57.49
245	59.27
246	59.54
247	63.48
248	63.82
249	66.72
250	58.87
251	58.16
252	58.2
253	59.54
254	59.58
255	59.6
256	62.48
257	63.3
258	60.17
259	60.24
260	62.36
261	61.05
262	60.4
263	60.29
264	60.3
265	60.29
266	60.23
267	60.25
268	60.18
269	60.01
270	60.34
271	60.23
272	60.95
273	57.58
274	59.37
275	60.09
276	60.68
277	62.32
278	60.14
279	59.05
280	60.45
281	58.81
282	58.82
283	58.77
284	59.38
285	60.42
286	60.68
287	56.81
288	56.91
289	60.28
290	56.77
291	60.27
292	60.52
293	59.86
294	59.58
295	61.7
296	59.78
297	63.84
298	58.31
299	58.85
300	61.56
301	59.93
302	60.41
303	59.69
304	58.35
305	58.49
306	64.95
307	61.58
308	59.66
309	60.03
310	60.14
311	59.79
312	59.56
313	59.65
314	59.36
315	61.72
316	66.28
317	66.38
318	62.04
319	59.64
320	60.29
321	59.57
322	61.41
323	59.81
324	62.79
325	59.95
326	59.6
327	59.4
328	57.87
329	59.5
330	61.76
331	57.23
332	69.25
333	59.8
334	59.56
335	60.49
336	60.32
337	55.78
338	63.02
339	62.45
340	61.12
341	57.37
342	56.06
343	60.19
344	58.47
345	60.76
346	60.9
347	62.02
348	63.52
349	62.31
350	60.7
351	57.51
352	58.62
353	59.71
354	59.15
355	60.5
356	60.92
357	61.11
358	62.83
359	59.74
360	57.43
361	60.62
362	62.05
363	60.16
364	60.57
365	60.23
366	60.18
367	59.41
368	59.62
369	59.93
370	58.76
371	61.08
372	58.37
373	61.86
374	64.39
375	62.72
126	12.25
127	13.15
128	6.225
129	4.689
130	6.427
131	9.991
132	14.68
133	8.115
134	19.93
135	9.396
136	8.321
137	8.513
138	5.401
139	7.365
140	7.148
141	7.16
142	8.244
143	3.217
144	3.117
145	6.642
146	5.292
147	3.504
148	5.879
149	6.533
150	3.388
151	4.032
152	15.73
153	11.72
154	8.57
155	6.106
156	8.607
157	14.24
158	7.217
159	15.07
160	11.21
161	0.855
162	6.39
163	9.994
164	7.781
165	1.207
166	10.36
167	20.9
168	6.825
169	7.585
170	19.49
171	3.775
172	3.366
173	5.438
174	5.618
175	14.79
176	13.34
177	13.25
178	0.9348
179	6.409
180	-2.862
181	3.93
182	1.649
183	16.62
184	10.43
185	5.766
186	8.897
187	9.589
188	8.359
189	7.483
190	3.933
191	6.295
192	7.562
193	14.62
194	16.14
195	7.086
196	9.649
197	9.581
198	-0.7351
199	6.025
200	5.061
201	2.963
202	3.066
203	6.21
204	10.45
205	8.987
206	17.06
207	13.67
208	14.27
209	13.94
210	14.4
211	14.28
212	5.145
213	5.652
214	2.848
215	15.37
216	-3.615
217	7.291
218	4.826
219	8.076
220	-0.4069
221	14.57
222	9.974
223	0.5749
224	16.25
225	6.921
226	11.15
227	37.34
228	7.18
229	4.55
230	1.781
231	9.435
232	14.67
233	7.311
234	6.661
235	7.034
236	7.944
237	7.144
238	12.32
239	0.8818
240	1.534
241	20.46
242	8.47
243	7.154
244	11.24
245	8.445
246	10.27
247	3.847
248	15.5
249	-2.003
250	6.939
251	2.121
252	3.225
253	18.68
254	12.23
255	6.12
256	17.67
257	14.24
258	10.36
259	10.56
260	14.39
261	14.19
262	12.07
263	11.65
264	11.69
265	11.64
266	11.54
267	11.54
268	11.38
269	11.35
270	9.732
271	8.245
272	7.254
273	4.556
274	3.39
275	6.757
276	5.285
277	10.3
278	13.36
279	10.13
280	3.939
281	8.683
282	1.165
283	8.91
284	6.788
285	13.0
286	13.11
287	6.212
288	6.641
289	2.915
290	5.081
291	10.61
292	13.46
293	17.57
294	11.28
295	6.202
296	5.667
297	18.37
298	-7.862
299	7.167
300	5.954
301	5.321
302	7.333
303	3.022
304	10.82
305	5.932
306	10.44
307	4.02
308	4.691
309	4.331
310	5.057
311	7.289
312	6.39
313	4.226
314	10.08
