126	59.84
127	58.3
128	62.18
129	58.63
130	67.4
131	59.23
132	58.6
133	55.34
134	61.35
135	58.34
136	62.76
137	61.8
138	61.04
139	59.54
140	60.97
141	57.67
142	67.63
143	60.46
144	60.57
145	62.21
146	61.4
147	59.1
148	62.54
149	60.94
150	58.59
151	60.58
152	59.23
153	61.3
154	60.32
155	58.81
156	60.1
157	60.09
158	59.61
159	59.19
160	65.52
161	56.8
162	60.52
163	57.43
164	57.39
165	60.13
166	60.7
167	58.77
168	62.92
169	61.38
170	62.65
171	59.41
172	59.32
173	60.55
174	61.11
175	57.76
176	59.64
177	60.35
178	59.83
179	60.23
180	59.7
181	59.86
182	62.6
183	61.04
184	58.33
185	60.59
186	61.43
187	64.12
188	63.75
189	61.38
190	61.79
191	58.82
192	60.19
193	60.04
194	63.47
195	58.43
196	59.31
197	61.08
198	57.62
199	60.16
200	59.48
201	59.61
202	60.7
203	59.41
204	61.16
205	60.07
206	59.71
207	60.14
208	60.84
209	58.05
210	58.35
211	59.56
212	59.62
213	61.12
214	64.04
215	65.21
216	64.51
217	64.58
218	64.52
219	63.13
220	61.62
221	60.52
222	59.84
223	59.44
224	60.61
225	56.95
226	58.01
227	58.76
228	60.23
229	59.97
230	59.75
231	59.73
232	59.8
233	58.18
234	60.48
235	60.78
236	62.84
237	60.75
238	61.11
239	61.18
240	63.41
241	61.1
242	61.63
243	61.41
244	63.75
245	61.38
246	59.88
247	59.89
248	59.07
249	59.17
250	59.53
251	60.31
252	56.63
253	59.34
254	57.46
255	60.15
256	60.08
257	58.58
258	61.43
259	65.45
260	59.76
261	58.19
262	60.8
263	58.77
264	62.27
265	58.52
266	64.65
267	63.86
268	58.95
269	58.61
270	58.19
271	58.74
272	59.83
273	59.16
274	60.22
275	61.06
276	61.68
277	60.92
278	59.52
279	62.68
280	59.19
281	60.5
282	61.11
283	58.93
284	60.25
285	61.38
286	62.12
287	58.91
288	59.4
289	61.16
290	64.8
291	57.7
292	65.18
293	63.44
294	59.33
295	58.94
296	62.76
297	64.08
298	63.01
299	59.23
300	64.11
301	64.17
302	61.05
303	64.16
304	58.73
305	60.23
306	60.77
307	60.69
308	61.38
309	56.46
310	67.02
311	61.44
312	61.9
313	57.31
314	57.93
315	57.79
316	60.71
317	60.44
318	59.99
319	62.7
320	62.89
321	59.57
322	56.36
323	59.99
324	64.21
325	58.25
326	59.1
327	62.78
328	60.0
329	55.88
330	59.71
331	63.04
332	58.66
333	61.35
334	62.86
335	59.63
336	61.35
337	58.42
338	62.24
339	62.21
340	57.61
341	56.45
342	57.65
343	59.33
344	58.86
345	60.45
346	59.25
347	58.35
348	67.49
349	58.82
350	69.63
351	63.22
352	59.0
353	60.54
354	59.78
355	59.32
356	67.31
357	61.61
358	58.8
359	58.97
360	62.54
361	57.95
362	61.33
363	62.94
364	63.94
365	57.23
366	63.74
367	60.7
368	61.11
369	59.66
370	61.41
371	60.21
372	64.67
373	62.15
374	61.26
375	59.58
126	0.4584
127	8.81
128	12.7
129	8.452
130	-5.484
131	7.129
132	7.782
133	5.388
134	11.57
135	6.758
136	10.68
137	13.69
138	4.496
139	9.25
140	8.058
141	9.189
142	-2.896
143	5.606
144	4.892
145	7.064
146	1.597
147	1.422
148	5.241
149	7.636
150	11.03
151	4.784
152	9.841
153	9.828
154	10.18
155	7.795
156	5.535
157	11.83
158	6.594
159	9.008
160	6.594
161	1.246
162	16.82
163	7.86
164	4.446
165	15.32
166	5.587
167	7.371
168	0.5364
169	1.763
170	1.219
171	0.9324
172	7.326
173	-0.6401
174	12.96
175	8.049
176	10.69
177	10.09
178	11.23
179	11.39
180	10.32
181	9.961
182	10.16
183	11.48
184	7.407
185	3.735
186	9.075
187	12.82
188	11.6
189	-2.755
190	16.7
191	6.275
192	5.995
193	17.36
194	15.35
195	11.62
196	8.714
197	3.069
198	0.6803
199	4.665
200	6.438
201	9.802
202	-5.186
203	10.22
204	15.86
205	14.11
206	15.34
207	5.487
208	3.072
209	10.16
210	13.38
211	3.844
212	7.447
213	5.564
214	-0.7676
215	-1.847
216	-1.403
217	-1.648
218	-2.095
219	0.04861
220	1.316
221	3.164
222	4.706
223	4.282
224	5.341
225	7.142
226	8.441
227	8.728
228	11.61
229	11.29
230	9.7
231	9.222
232	11.4
233	11.38
234	1.772
235	15.12
236	1.456
237	1.918
238	5.118
239	3.294
240	-5.365
241	1.186
242	1.253
243	7.84
244	-7.997
245	6.485
246	15.4
247	12.56
248	7.547
249	-5.096
250	5.811
251	0.2341
252	8.786
253	13.81
254	11.83
255	2.985
256	5.049
257	18.33
258	11.98
259	13.58
260	11.65
261	16.51
262	-3.236
263	11.24
264	18.09
265	10.43
266	-1.774
267	0.1612
268	3.983
269	3.362
270	10.04
271	8.692
272	8.966
273	7.878
274	4.254
275	6.91
276	2.541
277	4.645
278	1.379
279	0.4812
280	3.72
281	11.61
282	12.42
283	10.7
284	9.428
285	7.497
286	-3.3
287	6.594
288	5.917
289	9.715
290	10.23
291	7.321
292	24.39
293	2.432
294	20.84
295	7.561
296	-1.486
297	15.4
298	6.046
299	10.25
300	3.601
301	16.66
302	9.253
303	15.2
304	15.32
305	4.685
306	1.38
307	8.753
308	3.995
309	6.363
310	3.063
311	1.357
312	-2.76
313	6.058
314	11.17
315	4.977
316	8.352
317	5.959
318	6.587
319	5.587
320	16.44
321	13.54
322	8.982
323	16.66
324	9.651
325	8.835
326	-0.3331
327	1.908
328	5.162
329	11.77
330	9.31
331	-5.044
332	-0.005388
333	1.385
334	5.568
335	9.106
336	1.894
337	9.988
338	9.872
339	5.838
340	5.803
341	3.751
342	6.345
343	6.517
344	7.805
345	6.405
346	7.436
347	8.332
348	-7.561
349	13.99
350	6.434
351	5.656
352	9.875
353	1.054
354	23.35
355	8.652
356	20.97
357	14.16
358	12.75
359	4.579
360	16.65
361	5.349
362	10.98
363	1.849
364	18.23
365	10.31
366	5.361
367	12.38
368	12.22
369	12.17
370	14.4
371	4.54
372	21.26
373	17.31
374	2.627
375	5.196
126	5.148
127	3.138
128	5.412
129	6.421
130	22.06
131	9.226
132	13.36
133	8.848
134	23.53
135	5.962
136	13.38
137	14.2
138	4.914
139	4.24
140	4.44
141	8.227
142	30.56
143	5.338
144	7.001
145	10.89
146	3.922
147	4.102
148	12.36
149	8.737
150	6.111
151	3.034
152	4.904
153	6.512
154	3.349
155	2.046
156	6.827
157	6.362
158	1.249
159	1.874
160	7.173
161	15.66
162	14.37
163	8.3
164	11.74
165	9.099
166	3.24
167	2.706
168	1.623
169	1.265
170	10.65
171	11.83
172	5.644
173	3.376
174	3.578
175	2.475
176	1.601
177	2.46
178	0.4329
179	0.8544
180	0.6198
181	1.295
182	6.027
183	3.755
184	3.387
185	4.304
186	10.22
187	43.5
188	11.35
189	17.93
190	5.754
191	3.781
192	6.481
193	29.59
194	12.55
195	13.6
196	6.08
197	4.177
198	5.177
199	3.097
200	2.962
201	6.646
202	9.381
203	6.019
204	6.217
205	10.74
206	7.857
207	6.419
208	5.89
209	6.503
210	12.6
211	3.764
212	3.07
213	2.77
214	2.028
215	1.221
216	0.2167
217	0.5752
218	1.422
219	0.3787
220	0.9322
221	1.632
222	0.5142
223	2.199
224	1.83
225	5.696
226	9.817
227	2.131
228	0.5465
229	0.4203
230	0.2466
231	0.2842
232	1.417
233	4.601
234	15.82
235	11.2
236	4.88
237	2.142
238	3.103
239	1.586
240	5.77
241	4.521
242	3.231
243	8.058
244	19.03
245	9.418
246	11.98
247	8.225
248	15.29
249	11.74
250	1.615
251	16.29
252	5.442
253	5.167
254	4.226
255	5.519
256	6.252
257	20.94
258	5.053
259	10.94
260	5.789
261	25.93
262	7.469
263	9.548
264	12.95
265	15.8
266	17.58
267	3.053
268	3.377
269	11.38
270	2.571
271	3.217
272	2.574
273	2.339
274	0.9416
275	1.669
276	2.303
277	3.205
278	2.885
279	2.487
280	2.126
281	1.938
282	2.584
283	2.463
284	7.617
285	4.196
286	14.28
287	5.485
288	4.806
289	4.246
290	17.06
291	13.23
292	12.06
293	8.421
294	24.16
295	7.824
296	7.584
297	8.502
298	5.066
299	13.13
300	9.663
301	19.32
302	5.31
303	7.405
304	16.62
305	5.261
306	5.622
307	7.613
308	2.391
309	9.394
310	21.05
311	6.688
312	8.534
313	7.039
314	6.63
315	5.652
316	3.577
317	2.031
318	3.127
319	5.923
320	15.18
321	15.35
322	5.317
323	5.577
324	15.05
325	10.91
326	12.38
327	7.678
328	4.366
329	12.71
330	14.07
331	12.78
332	12.09
333	3.826
334	3.613
335	1.668
336	7.612
337	10.81
338	5.56
339	4.363
340	6.04
341	13.41
342	4.775
343	1.238
344	2.491
345	1.452
346	5.521
347	4.961
348	17.71
349	13.1
350	19.58
351	7.446
352	21.68
353	7.775
354	26.86
355	5.456
356	2.448
357	5.375
358	10.53
359	15.21
360	11.0
361	6.767
362	9.698
363	8.576
364	22.49
365	12.41
366	13.29
367	3.911
368	7.853
369	6.265
370	3.993
371	2.89
372	14.18
373	4.623
374	2.249
375	0.9753
126	13.33
127	5.662
128	2.547
129	9.245
130	-1.356
131	5.473
132	31.84
